n
"(:URL {full_url: http://www.reuters.com,content_type: text/html; charset=UTF-8,page_title: Reuters: The Business of Information,domain: www.reuters.com})"
"(:URL {full_url: http://www.reuters.com/rtrnews/images/home.htm,content_type: text/html; charset=UTF-8,page_title: Reuters: Top News,domain: www.reuters.com})"
"(:URL {full_url: http://www.reuters.com/maps/flagbar2.map,content_type: application/x-httpd-imap,page_title: Imagemap Error,domain: www.reuters.com})"
"(:URL {full_url: http://www.reuters.com/maps/navrowhome.map,content_type: application/x-httpd-imap,page_title: ,domain: www.reuters.com})"
"(:URL {full_url: http://2004scape.org,content_type: text/html; charset=utf-8,page_title: Non-Affiliation Disclaimer | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/title,content_type: text/html; charset=utf-8,page_title: 2004Scape - the massive online adventure game,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news,content_type: text/html; charset=utf-8,page_title: Latest News | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news?page=2,content_type: text/html; charset=utf-8,page_title: Latest News | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news?page=3,content_type: text/html; charset=utf-8,page_title: Latest News | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news?page=4,content_type: text/html; charset=utf-8,page_title: Latest News | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news?page=5,content_type: text/html; charset=utf-8,page_title: Latest News | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news?page=6,content_type: text/html; charset=utf-8,page_title: Latest News | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news?page=7,content_type: text/html; charset=utf-8,page_title: Latest News | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news?page=8,content_type: text/html; charset=utf-8,page_title: Latest News | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news?page=9,content_type: text/html; charset=utf-8,page_title: Latest News | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news?cat=0,content_type: text/html; charset=utf-8,page_title: Latest News | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news?cat=1,content_type: text/html; charset=utf-8,page_title: Latest News | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news?cat=2,content_type: text/html; charset=utf-8,page_title: Latest News | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news?cat=3,content_type: text/html; charset=utf-8,page_title: Latest News | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news?cat=4,content_type: text/html; charset=utf-8,page_title: Latest News | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news?cat=5,content_type: text/html; charset=utf-8,page_title: Latest News | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news?cat=6,content_type: text/html; charset=utf-8,page_title: Latest News | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news?cat=7,content_type: text/html; charset=utf-8,page_title: Latest News | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news?cat=1&page=2,content_type: text/html; charset=utf-8,page_title: Latest News | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news/180,content_type: text/html; charset=utf-8,page_title: Removed 2 world regions (for now!) | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news/135,content_type: text/html; charset=utf-8,page_title: UK SMS Telebilling Change | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news/133,content_type: text/html; charset=utf-8,page_title: World 17 under repair | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news/145,content_type: text/html; charset=utf-8,page_title: Happy Birthday RS2! | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/disclaimer,content_type: text/html; charset=utf-8,page_title: Non-Affiliation Disclaimer | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news?cat=7&page=2,content_type: text/html; charset=utf-8,page_title: Latest News | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news?cat=7?,content_type: text/html; charset=utf-8,page_title: Latest News | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news?cat=7&page=3,content_type: text/html; charset=utf-8,page_title: Latest News | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news?cat=7&page=4,content_type: text/html; charset=utf-8,page_title: Latest News | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news?cat=7&page=5,content_type: text/html; charset=utf-8,page_title: Latest News | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news?cat=7&page=6,content_type: text/html; charset=utf-8,page_title: Latest News | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news?cat=7&page=7,content_type: text/html; charset=utf-8,page_title: Latest News | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news/159,content_type: text/html; charset=utf-8,page_title: 2 new world regions! | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news/152,content_type: text/html; charset=utf-8,page_title: New World Map | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news/143,content_type: text/html; charset=utf-8,page_title: Rebranding here and there... | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news/142,content_type: text/html; charset=utf-8,page_title: News post editor! | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news/137,content_type: text/html; charset=utf-8,page_title: World Map Updated | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news/136,content_type: text/html; charset=utf-8,page_title: Hiscores Improved | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news/130,content_type: text/html; charset=utf-8,page_title: Guthix returns... | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news/129,content_type: text/html; charset=utf-8,page_title: Last chance to move items | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news/179,content_type: text/html; charset=utf-8,page_title: November 16th Alpha Updates | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news/178,content_type: text/html; charset=utf-8,page_title: November 10th Alpha Updates | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news/177,content_type: text/html; charset=utf-8,page_title: October 31st Alpha Updates | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news/176,content_type: text/html; charset=utf-8,page_title: October 11th Alpha Updates | 2004Scape,domain: 2004scape.org})"
"(:URL {full_url: http://2004scape.org/news/175,content_type: text/html; charset=utf-8,page_title: September 21st Alpha Updates | 2004Scape,domain: 2004scape.org})"
